trade_id,timestamp_open,timestamp_close,symbol,timeframe,direction,entry,stop_loss,take_profit,exit_price,pnl,r_multiple,outcome,market_regime,context_bias,context_score,entry_score,extension_atr,spread,volatility,sweep_type,distance_to_h1_high,distance_to_h1_low,distance_to_h1_mid
XAUUSD-2025-10-20T06:35:00+00:00,2025-10-20T06:35:00+00:00,2025-10-20T06:35:00+00:00,XAUUSD,M5,LONG,4269.34,4251.425,4254.3499999999985,4251.425,-17.914999999999964,-1.0,loss,trend,long,77,78,,,,low_sweep,0.20967373944786835,0.7903262605521316,0.2903262605521317
XAUUSD-2025-12-04T11:50:00+00:00,2025-12-04T11:50:00+00:00,2025-12-04T11:50:00+00:00,XAUUSD,M5,SHORT,4180.71,4198.41,4195.8,4198.41,-17.699999999999818,-1.0,loss,trend,short,77,82,,,,high_sweep,0.7718877428639938,0.22811225713600627,0.2718877428639937
XAUUSD-2025-11-07T13:15:00+00:00,2025-11-07T13:15:00+00:00,2025-11-07T13:15:00+00:00,XAUUSD,M5,LONG,4019.51,4001.861,4006.5980000000004,4001.861,-17.649000000000342,-1.0,loss,trend,long,77,83,,,,low_sweep,0.220083974807557,0.779916025192443,0.27991602519244296
XAUUSD-2025-11-21T17:40:00+00:00,2025-11-21T17:40:00+00:00,2025-11-21T17:40:00+00:00,XAUUSD,M5,LONG,4077.49,4059.9689999999996,4064.9820000000004,4059.9689999999996,-17.521000000000186,-1.0,loss,trend,long,77,81,,,,low_sweep,0.201727228287439,0.7982727717125611,0.298272771712561
XAUUSD-2026-02-04T21:20:00+00:00,2026-02-04T21:20:00+00:00,2026-02-04T21:50:00+00:00,XAUUSD,M5,SHORT,4934.22,4951.612,4911.436000000001,4951.612,-17.391999999999825,-1.0,loss,trend,short,75,85,,,,high_sweep,0.6865748709122192,0.3134251290877808,0.1865748709122192
XAUUSD-2025-11-27T19:50:00+00:00,2025-11-27T19:50:00+00:00,2025-11-27T19:50:00+00:00,XAUUSD,M5,SHORT,4140.9,4158.160000000001,4157.289999999998,4158.160000000001,-17.260000000001128,-1.0,loss,trend,short,74,80,,,,high_sweep,0.5777659005878926,0.42223409941210743,0.07776590058786825
XAUUSD-2025-11-11T19:10:00+00:00,2025-11-11T19:10:00+00:00,2025-11-11T19:10:00+00:00,XAUUSD,M5,SHORT,4099.45,4116.316,4113.4180000000015,4116.316,-16.865999999999985,-1.0,loss,trend,short,75,80,,,,high_sweep,0.6773802304426935,0.32261976955730653,0.17738023044270265
XAUUSD-2026-02-02T10:10:00+00:00,2026-02-02T10:10:00+00:00,2026-02-02T10:15:00+00:00,XAUUSD,M5,SHORT,4614.29,4631.075,4592.72,4631.075,-16.784999999999854,-1.0,loss,trend,short,74,85,,,,high_sweep,0.6257031850742653,0.3742968149257347,0.12570318507426437
XAUUSD-2026-01-30T12:55:00+00:00,2026-01-30T12:55:00+00:00,2026-01-30T12:55:00+00:00,XAUUSD,M5,SHORT,5088.53,5105.01,5067.569999999999,5105.01,-16.480000000000473,-1.0,loss,trend,short,78,87,,,,high_sweep,0.8591665520561128,0.14083344794388716,0.3591665520561137
XAUUSD-2026-02-05T08:20:00+00:00,2026-02-05T08:20:00+00:00,2026-02-05T08:25:00+00:00,XAUUSD,M5,SHORT,4909.09,4925.530000000001,4888.209999999999,4925.530000000001,-16.44000000000051,-1.0,loss,trend,short,73,88,,,,high_sweep,0.5421809823784789,0.4578190176215211,0.0421809823784789
XAUUSD-2026-04-06T18:20:00+00:00,2026-04-06T18:20:00+00:00,2026-04-06T18:35:00+00:00,XAUUSD,M5,LONG,4670.54,4654.143999999999,4691.332000000001,4654.143999999999,-16.39600000000064,-1.0,loss,trend,long,74,85,,,,low_sweep,0.37046958714149536,0.6295304128585046,0.1295304128585118
XAUUSD-2026-02-05T08:00:00+00:00,2026-02-05T08:00:00+00:00,2026-02-05T08:05:00+00:00,XAUUSD,M5,SHORT,4892.42,4908.775,4871.710000000001,4908.775,-16.354999999999563,-1.0,loss,trend,short,75,84,,,,high_sweep,0.6809398144207037,0.31906018557929633,0.1809398144207037
XAUUSD-2026-01-30T21:55:00+00:00,2026-01-30T21:55:00+00:00,2026-01-30T21:55:00+00:00,XAUUSD,M5,SHORT,4927.5,4943.706999999999,4907.416,4943.706999999999,-16.206999999999425,-1.0,loss,trend,short,74,87,,,,high_sweep,0.573237552851842,0.42676244714815803,0.07323755285184196
XAUUSD-2026-03-24T14:35:00+00:00,2026-03-24T14:35:00+00:00,2026-03-24T14:35:00+00:00,XAUUSD,M5,LONG,4387.04,4371.024,4407.071999999999,4371.024,-16.01599999999962,-1.0,loss,trend,long,76,82,,,,low_sweep,0.25111975915999646,0.7488802408400035,0.24888024084000018
XAUUSD-2026-04-02T19:10:00+00:00,2026-04-02T19:10:00+00:00,2026-04-02T19:20:00+00:00,XAUUSD,M5,LONG,4662.12,4646.119,4682.122,4646.119,-16.001000000000204,-1.0,loss,trend,long,76,86,,,,low_sweep,0.26530052772256923,0.7346994722774308,0.2346994722774308
XAUUSD-2026-02-04T20:30:00+00:00,2026-02-04T20:30:00+00:00,2026-02-04T21:05:00+00:00,XAUUSD,M5,SHORT,4922.62,4938.12,4903.62,4938.12,-15.5,-1.0,loss,trend,short,77,89,,,,high_sweep,0.8162594776748107,0.18374052232518936,0.3162594776748106
XAUUSD-2026-02-05T08:15:00+00:00,2026-02-05T08:15:00+00:00,2026-02-05T08:15:00+00:00,XAUUSD,M5,SHORT,4906.51,4921.773,4887.984,4921.773,-15.26299999999992,-1.0,loss,trend,short,73,89,,,,high_sweep,0.5421809823784789,0.4578190176215211,0.0421809823784789
XAUUSD-2025-11-06T12:30:00+00:00,2025-11-06T12:30:00+00:00,2025-11-06T12:30:00+00:00,XAUUSD,M5,LONG,4020.15,4005.151,4008.4179999999997,4005.151,-14.999000000000251,-1.0,loss,trend,long,78,83,,,,low_sweep,0.10652257815515176,0.8934774218448482,0.3934774218448526
XAUUSD-2025-11-13T05:55:00+00:00,2025-11-13T05:55:00+00:00,2025-11-13T05:55:00+00:00,XAUUSD,M5,SHORT,4196.36,4211.018,4205.894000000001,4211.018,-14.658000000000357,-1.0,loss,trend,short,75,82,,,,high_sweep,0.6787613387550911,0.3212386612449089,0.1787613387550911
XAUUSD-2026-02-06T04:15:00+00:00,2026-02-06T04:15:00+00:00,2026-02-06T04:15:00+00:00,XAUUSD,M5,SHORT,4783.62,4798.1359999999995,4766.588000000001,4798.1359999999995,-14.515999999999622,-1.0,loss,trend,short,73,88,,,,high_sweep,0.5267445557145147,0.47325544428548527,0.02674455571451474
XAUUSD-2026-07-08T11:35:00+00:00,2026-07-08T11:35:00+00:00,2026-07-08T11:35:00+00:00,XAUUSD,M5,LONG,4091.31,4076.958,4096.013999999999,4076.958,-14.351999999999862,-1.0,loss,trend,long,76,88,,,,low_sweep,0.2873125978966066,0.7126874021033933,0.2126874021033832
XAUUSD-2025-11-19T04:00:00+00:00,2025-11-19T04:00:00+00:00,2025-11-19T04:00:00+00:00,XAUUSD,M5,LONG,4070.09,4055.743,4065.694,4055.743,-14.347000000000207,-1.0,loss,trend,long,75,84,,,,low_sweep,0.30367504835589715,0.6963249516441028,0.19632495164409733
